FindingID,ReviewID,Protocol,InterventionID,Intervention_Name,Comparison,OutcomeMeasureID,Outcome_Measure,Outcome_Domain,Period,Sample_Description,Is_Subgroup,Outcome_Sample_Size,Outcome_Measure_Intervention_Sample_Size,Outcome_Measure_Comparison_Sample_Size,Intervention_Clusters_Sample_Size,Comparison_Clusters_Sample_Size,Intervention_Mean,Comparison_Mean,Intervention_Standard_Deviation,Comparison_Standard_Deviation,Effect_Size_Study,Effect_Size_WWC,Improvement_Index,p_Value_Study,p_Value_WWC,ICC,Clusters_Total,Is_Statistically_Significant,Finding_Rating,ESSA_Rating,L1_Unit_of_Analysis,FavorableUnfavorableDesignation
26465,1905596,Assisting Students Struggling with Mathematics: Intervention in the Elementary Grades Practice Guide Review Protocol,1903,Targeted Math Intervention,Business as usual,21567,Wechsler Individual Achievement Test (WIAT) and Wide Range Achievement Test (WRAT-3) Composite,General Mathematics Achievement,0 Days,General-heuristic + visual-schematic intervention group vs. control group contrast,False,38,22,16,22,16,1.11,0.71,1.04,0.93,0.62,0.393321431412051,23,,0.0731596334712231,,,True,1,Evidence Tier 3,Student,
26476,1905205,Supporting Postsecondary Success,1195,InsideTrack© Coaching,Business as usual,2366,Retention,Credit accumulation and persistence,18 Months,Overall - Three lotteries: 18-month follow-up,True,1344,672,672,3,3,43.6,36.6,,,,0.176872964358508,7,,0.0013200157086366,,,True,1,,Student,
26491,1905657,"Teacher Training, Evaluation, and Compensation",58,eMINTS Comprehensive Program,Business as usual,18964,Missouri Assessment Program: Communication arts scores,Literacy Achievement,0 Days,Grade 4 students assigned 2 years of exposure,False,640,328,312,22,21,659.285,663.885,31.115,30.533,,-0.149016946174534,-6,,0.335795558017449,0.2,,False,2,,Student,Favorable
26499,1905657,"Teacher Training, Evaluation, and Compensation",58,eMINTS Comprehensive Program,Business as usual,16134,Missouri Assessment Program: Mathematics scores,General Mathematics Achievement,0 Days,Grade 4 students assigned 2 years of exposure,False,640,328,312,22,21,648.364185502759,651.17,30.031,30.723,,-0.0922781635831625,-4,,0.550626918102459,0.2,,False,2,,Student,
26505,1905598,Assisting Students Struggling with Mathematics: Intervention in the Elementary Grades Practice Guide Review Protocol,1903,Targeted Math Intervention,(Not applicable),18607,"Double-digit Addition & Subtraction (Fuchs, Hamlett, & Powell 2003)",Whole Numbers Computation,0 Days,T1 (WP with strategic counting practice) vs T2 (WP without strategic counting practice),False,100,51,49,51,49,0.514157637619674,0.06,0.95,1.02,0.21,0.45757904683532,18,,0.0261350642603484,,,False,1,,Student,
26506,1905598,Assisting Students Struggling with Mathematics: Intervention in the Elementary Grades Practice Guide Review Protocol,1903,Targeted Math Intervention,(Not applicable),18679,Find X (Fuchs & Seethaler 2008) dichotomous,Algebra and Algebraic Reasoning,0 Days,T1 (WP with strategic counting practice) vs T2 (WP without strategic counting practice),False,100,51,49,51,49,98.6175852044184,96,,,,0.0878720563127849,4,,,,,False,1,,Student,
26508,1905598,Assisting Students Struggling with Mathematics: Intervention in the Elementary Grades Practice Guide Review Protocol,1903,Targeted Math Intervention,(Not applicable),18680,Vanderbilt Story Problems Grade 2,Whole Numbers Word Problems/Problem Solving,0 Days,T1 (WP with strategic counting practice) vs T2 (WP without strategic counting practice),False,100,51,49,51,49,0.575257352446509,0.3,0.92,1.06,-0.19,0.275613349047419,11,,0.173382203543183,,,False,1,,Student,
26509,1905598,Assisting Students Struggling with Mathematics: Intervention in the Elementary Grades Practice Guide Review Protocol,1903,Targeted Math Intervention,(Not applicable),18630,KeyMath-Revised Problem Solving,Whole Numbers Word Problems/Problem Solving,0 Days,T1 (WP with strategic counting practice) vs T2 (WP without strategic counting practice),False,100,51,49,51,49,0.443435275368867,0.23,0.87,1.02,-0.22,0.223782451396344,9,,0.26746248263292,,,False,1,,Student,
26510,1905598,Assisting Students Struggling with Mathematics: Intervention in the Elementary Grades Practice Guide Review Protocol,1903,Targeted Math Intervention,Intervention,18681,Vanderbilt Story Problems Grade 3,Whole Numbers Word Problems/Problem Solving,0 Days,T1 (WP with strategic counting practice) vs T2 (WP without strategic counting practice),False,100,51,49,51,49,0.423878907133854,0.28,0.85,1.08,-0.24,0.147267379464898,6,,0.463959357188315,,,False,1,,Student,
26512,1905657,"Teacher Training, Evaluation, and Compensation",58,eMINTS Comprehensive Program,Business as usual,16134,Missouri Assessment Program: Mathematics scores,General Mathematics Achievement,0 Days,Grade 5 students assigned 2 years of exposure,False,525,205,320,14,22,670.216786630751,669.666,33.713,36.123,,0.0156237465723003,1,,0.928254389167569,0.2,,False,2,,Student,
26514,1904719,Assisting Students Struggling with Mathematics: Intervention in the Elementary Grades Practice Guide Review Protocol,2648,Explicit translation strategy—Darch et al. 1984,(Not applicable),31512,Researcher-developed story problems posttest,Whole Numbers Word Problems/Problem Solving,0 Days,Overall - Explicit extended vs. Basal extended,True,38,19,19,19,19,22.58,16.58,3.22,3.8,,1.66785721725723,45,,8.49264554099172E-05,,,True,1,,Student,Favorable
26515,1904719,Assisting Students Struggling with Mathematics: Intervention in the Elementary Grades Practice Guide Review Protocol,2648,Explicit translation strategy—Darch et al. 1984,(Not applicable),31511,Researcher-developed story problems maintenance test,Whole Numbers Word Problems/Problem Solving,10 Days,Overall - Explicit fixed vs. Basal fixed,True,35,17,18,17,18,18.93,17.46,5.24,6.98,,0.231754020323871,9,,0.499392337493235,,,False,1,,Student,Favorable
26516,1904719,Assisting Students Struggling with Mathematics: Intervention in the Elementary Grades Practice Guide Review Protocol,2648,Explicit translation strategy—Darch et al. 1984,(Not applicable),31511,Researcher-developed story problems maintenance test,Whole Numbers Word Problems/Problem Solving,10 Days,Overall - Explicit extended vs. Basal extended,True,38,19,19,19,19,21.65,14.8,3.85,5.23,,1.46038701383747,43,,0.000301877918664095,,,True,1,,Student,Favorable
26517,1904719,Assisting Students Struggling with Mathematics: Intervention in the Elementary Grades Practice Guide Review Protocol,2648,Explicit translation strategy—Darch et al. 1984,(Not applicable),31511,Researcher-developed story problems maintenance test,Whole Numbers Word Problems/Problem Solving,10 Days,Overall - Aggregated sample: Explicit (fixed and extended) vs. Basal (fixed and extended),True,73,36,37,36,37,19.585131891261,15.87,4.65,6.28,,0.663878642064493,25,,0.00733241657172534,,,True,1,,Student,Favorable
26518,1904719,Assisting Students Struggling with Mathematics: Intervention in the Elementary Grades Practice Guide Review Protocol,2648,Explicit translation strategy—Darch et al. 1984,(Not applicable),18440,Study-developed posttest in Darch et al.,Whole Numbers Word Problems/Problem Solving,0 Days,Aggregated sample: Explicit (fixed and extended) vs. Basal (fixed and extended),False,73,36,37,36,37,21.8025223658377,16.58,,,,1.43293348190598,42,,6.42751195933933E-07,,,True,1,Evidence Tier 3,Student,Favorable
26519,1905657,"Teacher Training, Evaluation, and Compensation",58,eMINTS Comprehensive Program,Business as usual,18964,Missouri Assessment Program: Communication arts scores,Literacy Achievement,0 Days,Grade 5 students assigned 2 years of exposure,False,526,206,320,14,22,680.505058543788,674.342,30.093,31.636,,0.198258365641977,8,,0.254476458609299,0.2,,False,2,,Student,
26535,1905559,Review of Individual Studies,1464,Adult Education,Business as usual,1683,Woodcock Reading Mastery Test Revised (WRMT-R): Word Attack subtest,Alphabetics,2 Months,RCT sample,False,251,155,96,8,8,5.49056,2.5447,14.730371,18.9780922,0.19,0.178207492957955,7,0.047,0.172056534380829,0.2,,False,2,,Student,
26543,1905599,Assisting Students Struggling with Mathematics: Intervention in the Elementary Grades Practice Guide Review Protocol,1903,Targeted Math Intervention,Business as usual,18607,"Double-digit Addition & Subtraction (Fuchs, Hamlett, & Powell 2003)",Whole Numbers Computation,0 Days,Overall - T1 (with deliberate practice) vs. control,True,101,51,50,51,50,0.26,-0.33,0.95,1.01,0.6,0.597373176466781,22,,0.00411544107577722,,,True,1,,Student,
26544,1905599,Assisting Students Struggling with Mathematics: Intervention in the Elementary Grades Practice Guide Review Protocol,1903,Targeted Math Intervention,Business as usual,18607,"Double-digit Addition & Subtraction (Fuchs, Hamlett, & Powell 2003)",Whole Numbers Computation,0 Days,Overall - T2 (without deliberate practice) vs. Control,True,99,49,50,49,50,0.06,-0.33,1.02,1.01,0.39,0.381272613031598,15,,0.0631181096939816,,,False,1,,Student,
26545,1905599,Assisting Students Struggling with Mathematics: Intervention in the Elementary Grades Practice Guide Review Protocol,1903,Targeted Math Intervention,Business as usual,18607,"Double-digit Addition & Subtraction (Fuchs, Hamlett, & Powell 2003)",Whole Numbers Computation,0 Days,Aggregated sample,False,150,100,50,100,50,0.16,-0.33,0.99,1.01,,0.489143463328915,19,,0.00600825260300508,,,True,1,Evidence Tier 3,Student,
26546,1905599,Assisting Students Struggling with Mathematics: Intervention in the Elementary Grades Practice Guide Review Protocol,1903,Targeted Math Intervention,Business as usual,18680,Vanderbilt Story Problems Grade 2,Whole Numbers Word Problems/Problem Solving,0 Days,Overall - T1 (with deliberate practice) vs. control,True,101,51,50,51,50,0.11,-0.35,0.92,0.89,0.51,0.504273214777925,19,,0.0142525951666314,,,True,1,,Student,
26547,1905599,Assisting Students Struggling with Mathematics: Intervention in the Elementary Grades Practice Guide Review Protocol,1903,Targeted Math Intervention,Business as usual,18680,Vanderbilt Story Problems Grade 2,Whole Numbers Word Problems/Problem Solving,0 Days,Overall - T2 (without deliberate practice) vs. Control,True,99,49,50,49,50,0.3,-0.35,1.06,0.89,0.66,0.659587765457205,25,,0.00187856908005268,,,True,1,,Student,
26548,1905599,Assisting Students Struggling with Mathematics: Intervention in the Elementary Grades Practice Guide Review Protocol,1903,Targeted Math Intervention,Business as usual,18680,Vanderbilt Story Problems Grade 2,Whole Numbers Word Problems/Problem Solving,0 Days,Aggregated sample,False,150,100,50,100,50,0.2,-0.35,0.99,0.89,,0.571169594209829,22,,0.00147687143568442,,,True,1,Evidence Tier 3,Student,
26549,1905599,Assisting Students Struggling with Mathematics: Intervention in the Elementary Grades Practice Guide Review Protocol,1903,Targeted Math Intervention,Business as usual,18681,Vanderbilt Story Problems Grade 3,Whole Numbers Word Problems/Problem Solving,0 Days,Overall - T1 (with deliberate practice) vs. Control,True,101,51,50,51,50,0.04,-0.41,0.85,0.82,0.54,0.534645825916427,20,,0.00962771673533103,,,True,1,,Student,
26550,1905599,Assisting Students Struggling with Mathematics: Intervention in the Elementary Grades Practice Guide Review Protocol,1903,Targeted Math Intervention,Business as usual,18681,Vanderbilt Story Problems Grade 3,Whole Numbers Word Problems/Problem Solving,0 Days,Overall - T2 (without deliberate practice) vs. Control,True,99,49,50,49,50,0.28,-0.41,1.08,0.82,0.72,0.71502191166174,26,,0.00083231164379205,,,True,1,,Student,
26551,1905599,Assisting Students Struggling with Mathematics: Intervention in the Elementary Grades Practice Guide Review Protocol,1903,Targeted Math Intervention,Business as usual,18681,Vanderbilt Story Problems Grade 3,Whole Numbers Word Problems/Problem Solving,0 Days,Aggregated sample,False,150,100,50,100,50,0.16,-0.41,0.97,0.82,,0.614389377059797,23,,0.000669194427121544,,,True,1,Evidence Tier 3,Student,
26552,1905599,Assisting Students Struggling with Mathematics: Intervention in the Elementary Grades Practice Guide Review Protocol,1903,Targeted Math Intervention,Business as usual,18630,KeyMath-Revised Problem Solving,Whole Numbers Word Problems/Problem Solving,0 Days,Overall - T1 (with deliberate practice) vs. control,True,101,51,50,51,50,0.02,-0.32,0.87,0.96,0.36,0.368500044415654,14,,0.0693165038757819,,,True,1,,Student,
26553,1905599,Assisting Students Struggling with Mathematics: Intervention in the Elementary Grades Practice Guide Review Protocol,1903,Targeted Math Intervention,Business as usual,18630,KeyMath-Revised Problem Solving,Whole Numbers Word Problems/Problem Solving,0 Days,Overall - T2 (without deliberate practice) vs. Control,True,99,49,50,49,50,0.23,-0.32,1.02,0.96,0.55,0.551168053934242,21,,0.00837055717745361,,,True,1,,Student,
26554,1905599,Assisting Students Struggling with Mathematics: Intervention in the Elementary Grades Practice Guide Review Protocol,1903,Targeted Math Intervention,Business as usual,18630,KeyMath-Revised Problem Solving,Whole Numbers Word Problems/Problem Solving,0 Days,Aggregated sample,False,150,100,50,100,50,0.0348281103502051,-0.32,0.95,0.96,,0.370312228747531,14,,0.0355007643775085,,,True,1,Evidence Tier 3,Student,
26562,1905600,Assisting Students Struggling with Mathematics: Intervention in the Elementary Grades Practice Guide Review Protocol,5104,Formal + Enhanced Anchored Instruction,(Not applicable),18660,Problem Solving Test–Revised,Rational Numbers Word Problems/Problem Solving,0 Days,Full sample,False,54,29,25,4,4,14.5275813138402,15.88,9.08,12.55,0.03,-0.123172963335428,-5,0.911,0.653974345166632,0.2,,False,1,,Student,
26563,1905600,Assisting Students Struggling with Mathematics: Intervention in the Elementary Grades Practice Guide Review Protocol,5104,Formal + Enhanced Anchored Instruction,Other intervention,18661,Iowa Test of Basic Skills: Computation,General Mathematics Achievement,0 Days,Full sample,False,54,29,25,4,4,194.68,189.64,22.76,15.39,,0.252078169877976,10,0.751,0.361891991643676,0.2,,False,1,,Student,
26564,1905600,Assisting Students Struggling with Mathematics: Intervention in the Elementary Grades Practice Guide Review Protocol,5104,Formal + Enhanced Anchored Instruction,Other intervention,18521,Iowa Test of Basic Skills: Problem Solving and Data Interpretation,General Mathematics Achievement,0 Days,Full sample,False,54,29,25,4,4,195.57,190.56,29.34,26.91,,0.174809244900848,7,0.751,0.525480961461808,0.2,,False,1,,Student,
26634,1905478,Assisting Students Struggling with Mathematics: Intervention in the Elementary Grades Practice Guide Review Protocol,2889,Small-group tutoring with and without validated classroom instruction–Fuchs et al. (2008),(Not applicable),20888,"Math problem solving - immediate, near, & far transfer",Whole Numbers Word Problems/Problem Solving,3 Weeks,Tier 2 SBI tutoring with Tier 1 SBI intervention vs. Tier 2 tutoring without Tier 1 SBI intervention,False,164,108,56,79,40,43.55,29.2,14.23,14.28,,1.00255963800314,,,3.87262290013624E-08,,,True,1,Evidence Tier 3,Student,Favorable
26636,1905614,Assisting Students Struggling with Mathematics: Intervention in the Elementary Grades Practice Guide Review Protocol,1903,Targeted Math Intervention,(Not applicable),18895,Word Problem Accuracy (Swanson et al. 2013),Whole Numbers Word Problems/Problem Solving,0 Days,Restate intervention group vs. Complete intervention group contrast,False,36,18,18,18,18,0.53,0.83,0.64,0.88,,-0.38124184626736,-15,,0.264719361952328,,,False,1,,Student,
26641,1905655,Assisting Students Struggling with Mathematics: Intervention in the Elementary Grades Practice Guide Review Protocol,1903,Targeted Math Intervention,Business as usual,18973,Comprehensive Mathematical Abilities Test (CMAT) - Story Problem Subtest,Whole Numbers Word Problems/Problem Solving,0 Days,Combined verbal + visual strategies intervention group vs. control group contrast,False,33,17,16,17,16,0.26,0.16,2.83,2.59,0.12,0.0359139551201759,1,,0.918527572045085,,,False,1,,Student,
26737,1905655,Assisting Students Struggling with Mathematics: Intervention in the Elementary Grades Practice Guide Review Protocol,1903,Targeted Math Intervention,Business as usual,18897,"Wide Range Achievement Test-III, arithmetic subtest",General Mathematics Achievement,0 Days,Combined verbal + visual strategies intervention group vs. control group contrast,False,33,17,16,17,16,1.46,0.88,2.5,3.29,0.59,0.194506859797942,8,,0.581330211689772,,,False,1,,Student,
